year,Abraham Lincoln,Adam Smith,Aeschylus,Aesop,Alessandro Manzoni,Alexander Hamilton,Alexander Pope,Amadeus Wendt,Ambroise Paré,Aquinas,Archibald Geikie,Aristophanes,Aristotle,Arthur Moeller van den Bruck,Auberon Herbert,August Bebel,Auguste Comte,Augustine,Bakunin,Barthold Georg Niebuhr,Bastiat,Benjamin Constant,Benjamin Franklin,Bentham,Bernard Bolzano,Bigges,Blanqui,Bruno Hildebrand,Carl Friedrich,Carl Schmitt,Carl Stumpf,Cellini,Cervantes,Charles Darwin,Charles Fourier,Chaucer,Christian Schreiber,Christian Wilhelm von Dohm,Cicero,Clausewitz,Copernicus,Dante Alighieri,David Ricardo,de Gouges,Descartes,Dietrich Tiedemann,Dilthey,Dostoyevsky,Dryden,Durkheim,E T A Hoffmann,Ebbinghaus,Edgar Jung,Edmund Burke,Edmund Spenser,Eduard Beneke,Eduard Bernstein,Eduard von Hartmann,Eduard Zeller,Edward Bellamy,Edward Haies,Edward Jenner,Epictetus,Ernst Cassirer,Ernst Jünger,Euripides,Faraday,Ferdinand Lassalle,Ferdinand Tönnies,Francis Bacon,Francis Pretty,Franz Brentano,Frederick Douglass,Frege,Friedrich Ast,Friedrich Carl von Savigny,Friedrich Heinrich Jacobi,Friedrich Krause,Friedrich List,Friedrich Schiller,Friedrich Schlegel,Fritz Schultze,Froissart,Gaetano Mosca,Goethe,Gotthold Ephraim Lessing,Gottlob Ernst Schulze,Grimmelshausen,Gustav Freytag,Gustav Schönberg,Hölderlin,Hamann,Hans Christian Andersen,Hans Kelsen,Heinrich Feder,Heinrich Rickert,Helmholtz,Henry Fielding,Henry George,Herbart,Herbert Spencer,Herder,Hermann Cohen,Hermann Lotze,Herodotus,Hippocrates,Hippolyte Taine,Hobbes,Homer,Hume,Isaiah Berlin,Izaak Walton,James Fitzjames Stephen,James Madison,Jean Racine,John Bunyan,John C Calhoun,John Calvin,John Knox,John Locke,John Milton,John Rawls,John Ruskin,John Stuart Mill,John Woolman,Jonathan Swift,Joseph Lister,Julius Evola,Külpe,Kafka,Karl Jaspers,Karl Knies,Karl Mannheim,Kelvin,Kempis,Kropotkin,Kuno Fischer,Laspeyres,Leibniz,Leo Strauss,Lord Acton,Lord Byron,Ludwig Büchner,Lujo Brentano,Machiavelli,Mainländer,Malory,Malthus,Marcus Aurelius,Marlowe,Martin Luther,Max Weber,Mazzini,Molière,Montaigne,Montesquieu,Moses Mendelssohn,Nassau Senior,Natorp,Newton,Norbert Elias,Oliver Goldsmith,Oliver Wendell Holmes,Oscar Wilde,Oswald Spengler,Otto Liebmann,Otto Pfleiderer,Pasteur,Pedro Calderón de la Barca,Percy Bysshe Shelley,Pericles,Philip Nichols,Pierre Corneille,Plato,Pliny the Younger,Plutarch,Proudhon,Quentin Skinner,Ralph Waldo Emerson,Ranke,Raymond Aron,Renan,Richard Cobden,Rilke,Robert Browning,Robert Burns,Robert Merton,Robert Nozick,Robert Owen,Rodbertus,Rousseau,Rudolf Haym,Sainte Beuve,Samuel Johnson,Schäffle,Scheler,Schleiermacher,Schmoller,Sigismund Beck,Simmel,Simon Newcomb,Sismondi,Sombart,Sophocles,Spinoza,Tacitus,Talcott Parsons,Thünen,Theodor Fontane,Theodor Lipps,Thomas Abbt,Thomas Browne,Thomas Carlyle,Thomas Jefferson,Thomas Mann,Thomas More,Thoreau,Thucydides,Tocqueville,Victor Hugo,Vilfredo Pareto,Virgil,Voltaire,Walt Whitman,Walter Raleigh,Wentscher,Wilhelm Drobisch,Wilhelm Roscher,Wilhelm von Humboldt,William Caxton,William Godwin,William Graham Sumner,William Harrison,William Harvey,William Penn,William Roper,William Wordsworth,Windelband,Wollstonecraft,Wundt
1945,3.279177008153056e-06,7.650528459635098e-07,6.135599051049212e-07,2.3695024253811425e-07,7.464739049112268e-09,6.094545028645371e-07,1.612383755400515e-07,0.0,1.4431829953309716e-08,1.212996949107037e-06,8.625921310567719e-09,5.649145009556378e-07,6.466004379035439e-06,0.0,3.3176619229635662e-09,1.2607115351670473e-08,6.02155623141698e-08,7.825809007044882e-06,9.31062729137011e-08,8.717815913605875e-10,2.1097115165957803e-08,6.104497884962257e-08,1.5302715610232553e-06,9.784877192942076e-07,6.635323956949435e-10,1.046137954041626e-09,3.923017288798292e-08,1.6588309614817831e-09,2.2062451421334117e-08,1.0450635024028543e-08,2.1564803276419298e-09,2.2770935004245985e-07,7.635063070665637e-07,3.26292052932331e-07,1.57588946336773e-08,1.9533138129190775e-06,0.0,5.512252321260291e-10,2.9999748676345916e-06,2.435757835428376e-07,1.4126349014986772e-06,5.739555319905776e-08,2.9693074665715358e-08,4.976493106489954e-10,1.3631176898343256e-06,0.0,8.037826404461157e-08,1.4959772443035035e-07,2.017825636357884e-06,1.1995714999102347e-07,0.0,3.870710330033944e-08,1.8247140465277312e-09,2.5910941303664003e-07,9.85345636195234e-08,1.6588309892373587e-10,1.7251842621135438e-08,3.6614826726122374e-09,3.3176619229635662e-09,9.30604215909625e-08,1.6588309892373587e-10,3.201543918862626e-08,2.1149421058908047e-07,4.2631956631566936e-08,1.9905972425959817e-09,7.446758445439627e-07,1.6105293525470188e-06,2.7868360064076114e-08,6.635323956949435e-10,3.7141225561754254e-07,4.976493106489954e-10,4.644726825375756e-09,1.612383755400515e-07,5.108640266371367e-08,1.6588309892373587e-10,1.2861922638052192e-09,8.717815913605875e-10,8.957687036570405e-09,2.6375412076617977e-08,1.0616518331119096e-08,1.891067391568413e-08,1.6588309892373587e-10,2.4427319544884085e-07,5.640025335651444e-09,3.029441131729982e-06,4.010195286952012e-09,0.0,8.892172331798065e-09,5.805908642741997e-09,0.0,7.828598569403766e-08,1.3617228944440285e-07,6.782460815202285e-08,3.632839806755328e-08,0.0,8.294154807408916e-10,7.624602176292683e-07,5.225317778467797e-08,4.366043242498563e-07,1.6302315941629786e-07,3.3558151812940196e-07,8.850327049003681e-07,1.194358301148668e-08,2.98589575287167e-09,6.365749527503795e-07,6.388415840774542e-07,6.469440982925789e-09,9.654110044721165e-07,8.651909411128145e-06,2.4652240426803473e-06,8.957687036570405e-09,2.894660156016471e-07,9.415241031263122e-09,4.118877257042186e-07,9.123570343660958e-09,1.0533576499938135e-07,2.092275908083252e-09,1.4100064049671346e-07,1.619019087684137e-07,2.0851506121744023e-07,2.9444248639265425e-07,6.635323956949435e-10,1.6621486054191337e-07,4.140962630572176e-07,4.545196929939266e-08,1.5991130908332707e-07,4.445666945684934e-08,1.6588309892373587e-10,2.2666322152531393e-09,6.592412660211266e-07,1.0948284945300202e-08,1.161181706343939e-09,4.827198196721838e-08,8.569613214604033e-07,1.1594695337180383e-07,1.0339329747921511e-07,8.625921310567719e-09,7.671678403653459e-09,6.97948337347043e-07,1.1445933978393441e-08,1.355264913627252e-07,4.2416309042891953e-07,1.6588309892373587e-10,5.474142472650101e-09,7.723984936092165e-07,0.0,1.9772006965013134e-07,4.419932793098269e-07,3.073813843457174e-07,1.162607986771036e-06,3.213155537196144e-07,1.559301097131538e-07,4.379830897960346e-07,2.0730966809878737e-07,6.888818120387441e-07,4.4373683749654447e-07,4.213430671029528e-08,7.962388970383927e-09,1.237929847519581e-08,1.0213444511464331e-05,1.6588309892373587e-10,1.0019338958500157e-07,4.0067081386041536e-07,4.26319559210242e-07,5.092611132795355e-08,1.6588309892373587e-10,1.161181706343939e-09,1.3615484704132541e-06,1.5525583041409163e-09,1.0042924003528242e-07,7.117225209185563e-07,1.3270647691854265e-08,9.952985990935304e-09,7.963201824168209e-06,2.9640574439326883e-08,1.1770795254051336e-06,1.387876267244792e-07,0.0,2.250940127623835e-07,2.0521738974821346e-07,5.308259165559548e-09,2.7077535946773423e-07,5.5570836821061675e-08,7.615884101142001e-07,3.0887431989867764e-07,2.839918522568041e-07,2.654129582779774e-09,0.0,3.0953785312703985e-07,2.859443704039677e-08,2.296447064509266e-06,1.327064791389887e-09,8.294154696386613e-09,4.0691125491321145e-07,1.743563182721175e-09,6.416312459123219e-08,1.356492163040457e-07,4.0450665039770684e-08,0.0,9.153706770348435e-08,2.4716582558426126e-08,8.508588678068918e-08,1.1211111683451236e-07,7.469424758710375e-07,8.679457437210658e-07,7.150352985263453e-07,2.869777659952888e-08,1.046137954041626e-09,5.142375858468995e-09,8.294154807408916e-10,4.976493106489954e-10,1.5957954246914596e-07,2.0320679539054254e-07,1.9502876966726035e-06,5.047822924098e-07,3.8119935652503045e-07,1.095655079552671e-06,2.4265168576675933e-06,1.200443307425303e-06,6.096203719607729e-07,1.0450635024028543e-08,3.390707433936768e-06,2.3806612716725795e-06,6.374887675519858e-07,2.7370711563889927e-07,6.974252841907003e-10,0.0,3.6494280930554623e-09,2.1968896035673424e-08,6.568970434273069e-08,6.867560387036065e-08,4.742491910292301e-08,8.11168376912974e-08,1.1810876543449922e-07,9.279500545744668e-07,9.289453650751511e-09,1.1429345647684386e-07,2.5804736125678573e-08,7.70654935422499e-08,1.6668464297708852e-07
1946,2.6003933726315154e-06,9.750046956469305e-07,6.582094442819653e-07,3.282787872649351e-07,1.0139935113784304e-08,6.926575224497356e-07,1.675231402487043e-07,0.0,1.6566653826544098e-08,1.3865499113308033e-06,6.569535138112315e-09,6.834385999354708e-07,7.401290076813893e-06,1.6732036589583998e-10,4.1416634566360244e-09,1.2710621888345486e-08,1.2510679425759008e-07,5.002872512704926e-06,1.9837889908558282e-07,1.05121289450949e-09,8.74008492246503e-08,5.2413465567724415e-08,1.58925627147255e-06,1.0949133866233751e-06,1.2853438313698007e-09,2.7031190619197787e-09,3.6642280321075305e-08,9.997118688431783e-10,1.942297345181032e-08,1.7423548825945545e-08,3.713215512846091e-09,2.129457072896912e-07,8.044782475735701e-07,2.8991644285270013e-07,2.15652136148492e-08,3.2586099223408382e-06,2.8563196252662237e-10,1.5832977984242547e-10,3.6329918202682165e-06,1.261455508938525e-07,5.244050953479018e-07,7.526401901714053e-08,4.598674507860778e-08,4.2844794378993356e-10,1.931829046952771e-06,0.0,1.3996150016737374e-07,1.9822871877295256e-07,3.329491619297187e-06,1.8606469609494525e-07,0.0,5.3011167011618454e-08,4.2844794378993356e-10,2.666374427917617e-07,8.968843445700259e-08,7.140799063165559e-10,1.0425566188132507e-08,9.761262909080415e-09,3.998847475372713e-09,7.397867562985994e-08,0.0,4.0131290290901234e-08,1.967269867009236e-07,3.7703419053514153e-08,7.426431025692182e-09,1.2159530342614744e-06,1.7763996993380715e-06,2.299337253930389e-08,1.4281598126331119e-09,4.250203460287594e-07,8.568958875798671e-10,3.713215512846091e-09,1.1182491022054819e-07,5.316134021882135e-08,1.4281598126331119e-10,4.749893256494886e-10,2.10242578901898e-09,1.0425566188132507e-08,2.8420380715488136e-08,1.813763006452973e-08,4.34160583040466e-08,1.4281598126331119e-10,2.2210628003449528e-07,4.9985593442158915e-09,3.943399860872887e-06,9.611089701877518e-09,0.0,3.003465565143415e-08,1.1139646538538273e-08,0.0,1.0512129478001953e-07,1.5903350458756904e-07,9.851366655766469e-08,2.5706876627396014e-08,0.0,2.999135606529535e-09,5.057835892330331e-07,9.325883354449616e-08,9.765757340574055e-07,2.186522891634013e-07,4.423010864229582e-07,6.502502856164938e-07,1.4710046514210262e-08,3.2847675690561573e-09,9.822833817452192e-07,7.628802336512308e-07,9.71148672590516e-09,1.2170041827630484e-06,8.00543693912914e-06,3.4661493373278063e-06,2.999135606529535e-09,4.845746275350393e-07,9.310743287471723e-09,4.441577061697899e-07,1.5995389901490853e-08,1.2153640227552387e-07,9.010396873065929e-10,1.4795735125971987e-07,1.9365846526397945e-07,2.9777132226627145e-07,4.304473577576573e-07,2.8563196252662237e-10,1.675231402487043e-07,4.5817867544428736e-07,5.926863266836335e-08,1.4981397100655158e-07,3.456146657754289e-08,4.2844794378993356e-10,2.4027724254693794e-09,1.7112245132011594e-06,3.399020442884648e-08,4.85574336295258e-09,4.598674507860778e-08,8.821178312246047e-07,1.398113198547435e-07,1.554293476146995e-07,9.283038338026017e-09,1.9222179403755035e-08,9.23115123896423e-07,1.5424125976437608e-08,1.7580647693193896e-07,3.616100627823471e-07,9.997118688431783e-10,5.141375325479203e-09,1.3275317769512185e-06,0.0,2.1429725904908992e-07,5.125414190843003e-07,3.416158165236993e-07,1.7070196918211877e-06,3.381882436315209e-07,2.4407250975855277e-07,5.241047347226413e-07,2.853292357940518e-07,9.686176554168924e-07,5.595456400442345e-07,4.127381814100772e-08,1.4995677588558465e-08,1.576819386173156e-08,1.1674920642690267e-05,5.712639250532447e-10,1.1453841608499715e-07,4.210858719488897e-07,4.7157837457234564e-07,5.455570573076329e-08,7.140799063165559e-10,3.998847475372713e-09,1.5798228787389235e-06,1.6732036867139755e-09,6.051983092447699e-08,7.191798090389057e-07,1.1139646538538273e-08,1.3567518664103773e-08,7.762006134726107e-06,4.955717969323814e-08,1.2590527376232785e-06,3.396919510123553e-07,0.0,2.488371251274657e-07,2.5033884298863995e-07,6.283903175585692e-09,3.422449026402319e-07,4.784335416729846e-08,7.555217393928615e-07,2.260777023366245e-07,2.8006215302411874e-07,4.570111400425958e-09,0.0,2.2864838911118568e-07,5.466307229085032e-08,2.5957451725844294e-06,9.997118688431783e-10,7.140799063165559e-09,5.054257599113043e-07,1.1262995869287806e-08,6.02194845100712e-08,1.7074701474939502e-07,6.322294865412914e-08,0.0,9.701193448563572e-08,3.641807566623356e-08,8.289564590313603e-08,8.800154205346189e-08,1.0135194088434218e-06,1.3761879245066666e-06,8.791143386588374e-07,2.7277852865381647e-08,2.1775125702561127e-08,1.4138782589157017e-08,1.570975793896423e-09,2.8563196252662237e-10,2.099394862398185e-07,1.97657314515709e-07,1.841754851739097e-06,4.5786802616021305e-07,4.11452845128224e-07,1.176457431029121e-06,6.673700454484788e-07,3.4659993275454326e-07,4.905729156234884e-07,1.0568382613485028e-08,3.5645127809402766e-06,2.2176088805281324e-06,8.260476533905603e-07,2.997707326812815e-07,4.655371643735862e-09,0.0,5.284191306742514e-09,2.9133616408216767e-08,4.941432862892725e-08,6.783758976780518e-08,5.781671319482484e-08,9.88286572578545e-08,1.262493327658376e-07,8.381870202356367e-07,6.283903175585692e-09,1.108251979076158e-07,3.739314635708979e-08,9.761262731444731e-08,1.7495186455107614e-07
1947,2.54077349381987e-06,8.376162554668554e-07,6.581531124538742e-07,4.116776892715279e-07,1.3141060684063177e-08,6.132074190645653e-07,1.2193387988190807e-07,3.7906905392404155e-10,1.9711592358362395e-08,1.440606297364866e-06,1.4404624160135882e-08,6.488571671070531e-07,7.0210967351158615e-06,4.4336859184035404e-10,5.559679827626951e-09,1.3520129904520672e-08,8.908123305673143e-08,7.435164661728777e-06,4.532438708793052e-07,1.7263903639985756e-09,4.16989678342361e-08,5.622857912612744e-08,1.553551442157186e-06,1.0942659400825505e-06,2.5271271186788624e-10,2.5231858824525943e-09,4.7409333348014115e-08,2.5271271186788624e-10,2.501855789205365e-08,1.1624784690411616e-08,1.8953454361536615e-09,2.2097796659181768e-07,1.7986330931307748e-06,2.884715684103867e-07,3.2599938748489876e-08,3.278415306340321e-06,3.7906905392404155e-10,4.198035807867484e-10,3.679601832118351e-06,1.79146198320268e-07,6.422172305065033e-07,7.202311991250099e-08,3.626427513836461e-08,7.581381078480831e-10,1.6107221654237946e-06,8.84494477659814e-10,1.0252102811136865e-07,4.4607270410779165e-07,2.259180973851471e-06,2.122132087833961e-07,0.0,4.621414007033309e-08,3.2852651710157943e-09,2.5296543526565074e-07,1.3469588111547637e-07,2.5271271186788624e-10,1.0993002952375264e-08,3.7183791601336225e-09,2.653483432979442e-09,5.7618496640543526e-08,0.0,3.449528662713419e-08,1.9441810650278057e-07,3.070459442255924e-08,1.2635635870950068e-09,1.090414684767893e-06,2.184149479944608e-06,3.386350400091942e-08,1.3899199569067378e-09,3.867768043619435e-07,3.7906905392404155e-10,3.790690872307323e-09,1.9256708583270665e-07,5.989246432136497e-08,2.5271271186788624e-10,1.3993452230298686e-10,9.295947900334056e-10,4.5488288691331036e-09,2.350228278658051e-08,1.5036405898172234e-08,3.247358293378966e-08,2.5271271186788624e-10,2.046436549107966e-07,6.570530342031589e-09,3.932850177079672e-06,6.639962801813226e-09,0.0,8.631952042037483e-09,8.592231814930074e-09,0.0,3.094222833510685e-08,1.8910614585365693e-07,8.459312539343955e-08,2.9567386761186754e-08,0.0,4.8015413867119605e-09,5.225650738793775e-07,1.0222229462897303e-07,3.067932254907646e-07,2.2084516615450411e-07,3.6655978874478023e-07,6.386316044881823e-07,6.44417408324216e-09,2.906196172602904e-09,9.98915993477567e-07,7.029064477137581e-07,8.08680677977236e-09,1.0766035529741202e-06,8.407122550124768e-06,3.19129890158365e-06,3.6643343914732895e-09,3.55314085709324e-07,1.1553535017583272e-08,4.2152481682933285e-07,1.7563532850317642e-08,1.1296258151105576e-07,9.295947900334056e-10,1.4328810493680066e-07,1.829640012829259e-07,2.6598013391776476e-07,3.0881494694767753e-07,1.2635635870950068e-09,1.7980509880999307e-07,3.705099231865461e-07,4.7889059828776226e-08,1.3178967606108927e-07,3.411621563031986e-08,0.0,7.835156523583464e-09,8.361041068383201e-07,2.830382328511405e-08,1.8953454361536615e-09,5.2943313733067043e-08,9.160492595583491e-07,1.0066183619983349e-07,1.6945185166150623e-07,6.317817824452732e-09,2.509905883130159e-08,4.840533165406669e-07,1.2003853910869111e-08,1.3444316948607593e-07,3.3118001852017187e-07,7.581381078480831e-10,6.065104862784665e-09,1.198513245981303e-06,0.0,4.286760031391168e-07,4.965364155395946e-07,3.4394199133203074e-07,1.2131212088206667e-06,3.350970700921607e-07,1.8081594532759482e-07,3.3903651797118073e-07,5.371729798753222e-07,1.0270695156577858e-06,9.81652078735351e-07,4.915262152849209e-08,1.2635635648905463e-08,1.4209520671215614e-08,1.1071740118495654e-05,0.0,1.125835140669551e-07,4.145992704707169e-07,4.6246427132246026e-07,4.826812727287688e-08,6.317817935475034e-10,1.6426325855078971e-09,1.2552185353342793e-06,4.877054315954865e-09,5.0862116296457316e-08,7.476598398170609e-07,1.7942602070775138e-08,1.9585234767305337e-08,8.349620657099877e-06,3.16062234162473e-08,1.005423200695077e-06,3.3385734354851593e-07,0.0,2.500609923572483e-07,1.722406324233816e-07,3.790690872307323e-09,3.8312586525535153e-07,5.1300681036536844e-08,4.77546109323157e-07,2.5536618863952754e-07,3.113420632416819e-07,3.0325524313923324e-09,0.0,2.2251354891977826e-07,3.572300144583096e-08,3.2632760849082842e-06,1.1372072172832759e-09,7.707737559314864e-09,4.09394601774693e-07,1.1819134115853558e-08,8.844430254839608e-08,2.1659559479303425e-07,4.302695799651701e-08,0.0,1.3040886415183195e-07,2.577669633296864e-08,8.658511774228828e-08,1.0663780614095231e-07,1.1128578307761927e-06,1.1287936558801448e-06,7.835156452529191e-07,5.98929119632885e-08,6.905561455994302e-09,4.422472610343675e-09,7.581381078480831e-10,2.5271271186788624e-10,1.619888507775613e-07,1.8776555066324363e-07,1.8872585769713623e-06,4.282216821138718e-07,4.900099384030909e-07,1.1116626410512254e-06,5.735599870604347e-07,3.180542194058944e-07,4.4477437199930137e-07,1.76898904413747e-08,3.3480021102150204e-06,2.211240371252643e-06,6.458073471549142e-07,2.8493357717707113e-07,7.967955184540187e-10,0.0,2.906196172602904e-09,3.346541177506879e-08,6.785336381653906e-08,8.162620446228175e-08,4.940132214414916e-08,8.516418148474258e-08,9.653625454575376e-08,7.925070804049028e-07,1.3393774089820454e-08,1.3077882954348752e-07,4.501894679265206e-08,1.1526975640663295e-07,2.002612831120132e-07
1948,2.5669444312370615e-06,8.978622645372525e-07,7.172358778007037e-07,3.296473209957185e-07,8.242997395768725e-09,7.757160460641899e-07,2.0232812403264688e-07,3.746817023309035e-10,9.242148379939863e-09,1.5352447917393874e-06,1.2614283839695872e-08,6.13703718954639e-07,7.773449397063814e-06,2.0514909770952272e-09,3.746817078820186e-09,1.473748056923796e-08,1.1153025525345583e-07,5.746032911702059e-06,5.673244913850795e-07,1.1824734524878977e-09,6.477326763842939e-08,6.394567719780753e-08,1.7673736465440015e-06,1.6541490595045616e-06,1.248938952258527e-09,8.67147242900046e-09,6.910900651746488e-08,7.49363404661807e-10,2.335515958407086e-08,1.1989814474588911e-08,2.497877904517054e-09,2.425384479920467e-07,1.7143238437711261e-06,2.7826359882965335e-07,2.847581015430478e-08,3.548734412106569e-06,0.0,6.929495310892264e-10,3.718353582371492e-06,1.404515757030822e-07,5.615435156869353e-07,7.36874028461898e-08,4.084030535977945e-08,1.873408539410093e-09,1.5803101405253983e-06,2.4978780155393565e-10,1.4032018214038544e-07,4.1990946897385584e-07,3.1581239454681054e-06,3.1099051511773723e-07,0.0,4.5590923036797903e-08,2.622771999583051e-09,2.7501636168381083e-07,1.0103916281423153e-07,7.49363404661807e-10,1.8359402886858334e-08,6.963455145836406e-09,3.12234749166862e-09,6.169758393070879e-08,1.2489390077696783e-10,3.447071605933161e-08,1.8407170898626646e-07,5.657693691318855e-08,9.991512062157426e-10,1.1445029031165177e-06,2.0100735582673224e-06,3.134836745743996e-08,3.12234749166862e-09,4.0153389591068844e-07,6.244694761292635e-10,2.372984031495662e-09,1.446271369331953e-07,7.85687959137249e-08,0.0,0.0,3.941578174959659e-10,3.9966048248629704e-09,2.8725597900347566e-08,1.6860676410601627e-08,5.520310253359639e-08,4.995756031078713e-10,1.9261179318164068e-07,7.2438464115975876e-09,3.8413309084717184e-06,9.853946103532962e-09,0.0,1.1824734968968187e-08,5.745119491251671e-09,0.0,2.8116591721527584e-08,1.2074367816694576e-07,8.093373793371939e-08,3.447071605933161e-08,0.0,3.2472413646900122e-09,5.360546424526547e-07,2.0707408054931875e-07,3.088626101543923e-07,1.4281651772307669e-07,3.773044738863973e-07,8.586071658100991e-07,7.743421903683156e-09,4.121498697884363e-09,1.0124600748895318e-06,6.029300720911124e-07,1.1864920601567519e-08,1.0785472568386467e-06,8.143694685713854e-06,3.638208227130235e-06,5.245543999166102e-09,3.769297904909763e-07,1.8788190558893803e-08,6.771747393941041e-07,1.985812936311504e-08,1.5124651042697224e-07,1.7080172831640539e-09,1.3750818084190541e-07,1.7822360121044767e-07,2.609033629141777e-07,3.6968594940844923e-07,9.991512062157426e-10,2.0232812403264688e-07,3.765521228160651e-07,8.929914230293434e-08,1.8059658657421096e-07,2.6477506409605667e-08,0.0,9.722559646263562e-09,9.860515319815022e-07,3.696859351975945e-08,1.873408539410093e-09,4.3962653961671094e-08,9.483437679591589e-07,1.248166512368698e-07,1.8052428174542e-07,9.11725450691847e-09,2.5357486777011218e-08,6.765062039448821e-07,1.0615981871353597e-08,1.4650053969944565e-07,4.6585424229306227e-07,3.746817023309035e-10,6.619376602401417e-09,7.43513055567746e-07,0.0,3.437056363964075e-07,6.558786367349967e-07,2.9874621532144374e-07,1.5906896351225441e-06,3.474548293525004e-07,2.47789500917861e-07,4.728580051960307e-07,2.8366224569253973e-07,8.555852559766208e-07,6.16068689396343e-07,4.021583777102933e-08,1.4362798950173783e-08,1.826264650617304e-08,1.0689823284337763e-05,4.995756031078713e-10,1.4187946817401098e-07,3.7484409176613553e-07,5.044464614911703e-07,4.883351678586223e-08,7.49363404661807e-10,2.497877904517054e-09,1.96986934497545e-06,2.7841664529404397e-09,6.385356954297094e-08,9.433510967937764e-07,1.3488540950845618e-08,1.1240451236460558e-08,7.477962299162755e-06,3.836469630869033e-08,1.1322840691718739e-06,6.628420692322834e-07,1.2489390077696783e-10,2.780126635570923e-07,2.1139997841146396e-07,1.2114708347610303e-08,4.0585118199487624e-07,4.2963502977499957e-08,3.999388127340353e-07,2.5378440682288783e-07,3.248490259011305e-07,1.024130025228942e-08,0.0,2.424190483907296e-07,4.375151974045366e-08,3.0800806598563213e-06,1.7485146663887008e-09,9.61682999900404e-09,5.529053055397526e-07,3.6788063706438834e-09,1.200867529860261e-07,1.5700619826475304e-07,5.767843092030489e-08,0.0,2.51209911539263e-07,1.4487692823195175e-08,1.1942982780510647e-07,1.40714348617621e-07,9.018331184051931e-07,1.218341822095681e-06,7.071191703289514e-07,6.731781354574196e-08,5.124051849492162e-09,7.618528030661764e-09,2.497877904517054e-09,1.248938952258527e-09,2.1918879156146431e-07,1.7222869530542084e-07,2.1088335415697657e-06,4.553631640646927e-07,4.004098457244254e-07,1.6700466858310392e-06,1.38717280151468e-06,4.841572263103444e-07,4.6160786837390333e-07,1.6735782537580235e-08,3.5727780414163135e-06,1.98984002963698e-06,6.964083922866848e-07,2.978719635393645e-07,3.941578174959659e-10,0.0,2.7476658726044434e-09,2.5488873234280618e-08,4.9083304531905014e-08,7.356251074952525e-08,6.293386434208514e-08,9.392021382836901e-08,1.1290408963304799e-07,7.804619599482976e-07,5.245543999166102e-09,1.3650902985773428e-07,3.3109259334196395e-08,8.053958566733854e-08,2.2545827960129827e-07
