year,Abraham Lincoln,Adam Smith,Aeschylus,Aesop,Alessandro Manzoni,Alexander Hamilton,Alexander Pope,Amadeus Wendt,Ambroise Paré,Aquinas,Archibald Geikie,Aristophanes,Aristotle,Arthur Moeller van den Bruck,Auberon Herbert,August Bebel,Auguste Comte,Augustine,Bakunin,Barthold Georg Niebuhr,Bastiat,Benjamin Constant,Benjamin Franklin,Bentham,Bernard Bolzano,Bigges,Blanqui,Bruno Hildebrand,Carl Friedrich,Carl Schmitt,Carl Stumpf,Cellini,Cervantes,Charles Darwin,Charles Fourier,Chaucer,Christian Schreiber,Christian Wilhelm von Dohm,Cicero,Clausewitz,Copernicus,Dante Alighieri,David Ricardo,de Gouges,Descartes,Dietrich Tiedemann,Dilthey,Dostoyevsky,Dryden,Durkheim,E T A Hoffmann,Ebbinghaus,Edgar Jung,Edmund Burke,Edmund Spenser,Eduard Beneke,Eduard Bernstein,Eduard von Hartmann,Eduard Zeller,Edward Bellamy,Edward Haies,Edward Jenner,Epictetus,Ernst Cassirer,Ernst Jünger,Euripides,Faraday,Ferdinand Lassalle,Ferdinand Tönnies,Francis Bacon,Francis Pretty,Franz Brentano,Frederick Douglass,Frege,Friedrich Ast,Friedrich Carl von Savigny,Friedrich Heinrich Jacobi,Friedrich Krause,Friedrich List,Friedrich Schiller,Friedrich Schlegel,Fritz Schultze,Froissart,Gaetano Mosca,Goethe,Gotthold Ephraim Lessing,Gottlob Ernst Schulze,Grimmelshausen,Gustav Freytag,Gustav Schönberg,Hölderlin,Hamann,Hans Christian Andersen,Hans Kelsen,Heinrich Feder,Heinrich Rickert,Helmholtz,Henry Fielding,Henry George,Herbart,Herbert Spencer,Herder,Hermann Cohen,Hermann Lotze,Herodotus,Hippocrates,Hippolyte Taine,Hobbes,Homer,Hume,Isaiah Berlin,Izaak Walton,James Fitzjames Stephen,James Madison,Jean Racine,John Bunyan,John C Calhoun,John Calvin,John Knox,John Locke,John Milton,John Rawls,John Ruskin,John Stuart Mill,John Woolman,Jonathan Swift,Joseph Lister,Julius Evola,Külpe,Kafka,Karl Jaspers,Karl Knies,Karl Mannheim,Kelvin,Kempis,Kropotkin,Kuno Fischer,Laspeyres,Leibniz,Leo Strauss,Lord Acton,Lord Byron,Ludwig Büchner,Lujo Brentano,Machiavelli,Mainländer,Malory,Malthus,Marcus Aurelius,Marlowe,Martin Luther,Max Weber,Mazzini,Molière,Montaigne,Montesquieu,Moses Mendelssohn,Nassau Senior,Natorp,Newton,Norbert Elias,Oliver Goldsmith,Oliver Wendell Holmes,Oscar Wilde,Oswald Spengler,Otto Liebmann,Otto Pfleiderer,Pasteur,Pedro Calderón de la Barca,Percy Bysshe Shelley,Pericles,Philip Nichols,Pierre Corneille,Plato,Pliny the Younger,Plutarch,Proudhon,Quentin Skinner,Ralph Waldo Emerson,Ranke,Raymond Aron,Renan,Richard Cobden,Rilke,Robert Browning,Robert Burns,Robert Merton,Robert Nozick,Robert Owen,Rodbertus,Rousseau,Rudolf Haym,Sainte Beuve,Samuel Johnson,Schäffle,Scheler,Schleiermacher,Schmoller,Sigismund Beck,Simmel,Simon Newcomb,Sismondi,Sombart,Sophocles,Spinoza,Tacitus,Talcott Parsons,Thünen,Theodor Fontane,Theodor Lipps,Thomas Abbt,Thomas Browne,Thomas Carlyle,Thomas Jefferson,Thomas Mann,Thomas More,Thoreau,Thucydides,Tocqueville,Victor Hugo,Vilfredo Pareto,Virgil,Voltaire,Walt Whitman,Walter Raleigh,Wentscher,Wilhelm Drobisch,Wilhelm Roscher,Wilhelm von Humboldt,William Caxton,William Godwin,William Graham Sumner,William Harrison,William Harvey,William Penn,William Roper,William Wordsworth,Windelband,Wollstonecraft,Wundt
1945,3.279177008153056e-06,7.650528459635098e-07,6.135599051049212e-07,2.3695024253811425e-07,7.464739049112268e-09,6.094545028645371e-07,1.612383755400515e-07,0.0,1.4431829953309716e-08,1.212996949107037e-06,8.625921310567719e-09,5.649145009556378e-07,6.466004379035439e-06,0.0,3.3176619229635662e-09,1.2607115351670473e-08,6.02155623141698e-08,7.825809007044882e-06,9.31062729137011e-08,8.717815913605874e-10,2.1097115165957806e-08,6.104497884962258e-08,1.5302715610232551e-06,9.784877192942076e-07,6.635323956949435e-10,1.046137954041626e-09,3.9230172887982924e-08,1.6588309614817831e-09,2.206245142133412e-08,1.0450635024028544e-08,2.1564803276419293e-09,2.2770935004245985e-07,7.635063070665637e-07,3.26292052932331e-07,1.57588946336773e-08,1.953313812919077e-06,0.0,5.51225232126029e-10,2.999974867634592e-06,2.435757835428376e-07,1.4126349014986772e-06,5.7395553199057765e-08,2.969307466571536e-08,4.976493106489953e-10,1.3631176898343256e-06,0.0,8.037826404461158e-08,1.4959772443035038e-07,2.017825636357884e-06,1.199571499910235e-07,0.0,3.870710330033944e-08,1.824714046527731e-09,2.591094130366401e-07,9.85345636195234e-08,1.6588309892373587e-10,1.7251842621135438e-08,3.6614826726122365e-09,3.3176619229635662e-09,9.30604215909625e-08,1.6588309892373587e-10,3.201543918862626e-08,2.114942105890805e-07,4.2631956631566936e-08,1.9905972425959813e-09,7.446758445439627e-07,1.6105293525470188e-06,2.7868360064076118e-08,6.635323956949435e-10,3.714122556175426e-07,4.976493106489953e-10,4.6447268253757565e-09,1.612383755400515e-07,5.108640266371368e-08,1.6588309892373587e-10,1.286192263805219e-09,8.717815913605874e-10,8.957687036570405e-09,2.6375412076617977e-08,1.0616518331119096e-08,1.8910673915684132e-08,1.6588309892373587e-10,2.4427319544884085e-07,5.640025335651444e-09,3.029441131729982e-06,4.010195286952012e-09,0.0,8.892172331798065e-09,5.805908642741997e-09,0.0,7.828598569403766e-08,1.3617228944440285e-07,6.782460815202286e-08,3.632839806755328e-08,0.0,8.294154807408916e-10,7.624602176292683e-07,5.225317778467797e-08,4.366043242498563e-07,1.6302315941629788e-07,3.35581518129402e-07,8.850327049003681e-07,1.194358301148668e-08,2.98589575287167e-09,6.365749527503795e-07,6.388415840774542e-07,6.469440982925789e-09,9.654110044721165e-07,8.651909411128145e-06,2.4652240426803478e-06,8.957687036570405e-09,2.894660156016471e-07,9.415241031263122e-09,4.118877257042186e-07,9.123570343660958e-09,1.0533576499938137e-07,2.092275908083252e-09,1.4100064049671349e-07,1.619019087684137e-07,2.0851506121744026e-07,2.9444248639265425e-07,6.635323956949435e-10,1.6621486054191337e-07,4.140962630572176e-07,4.5451969299392665e-08,1.599113090833271e-07,4.445666945684935e-08,1.6588309892373587e-10,2.2666322152531393e-09,6.592412660211266e-07,1.0948284945300202e-08,1.1611817063439391e-09,4.827198196721839e-08,8.569613214604033e-07,1.1594695337180386e-07,1.0339329747921513e-07,8.625921310567719e-09,7.671678403653459e-09,6.97948337347043e-07,1.144593397839344e-08,1.355264913627252e-07,4.2416309042891953e-07,1.6588309892373587e-10,5.474142472650101e-09,7.723984936092165e-07,0.0,1.9772006965013134e-07,4.419932793098269e-07,3.073813843457174e-07,1.162607986771036e-06,3.213155537196144e-07,1.559301097131538e-07,4.379830897960346e-07,2.0730966809878737e-07,6.888818120387441e-07,4.437368374965445e-07,4.2134306710295284e-08,7.962388970383927e-09,1.2379298475195812e-08,1.0213444511464331e-05,1.6588309892373587e-10,1.0019338958500157e-07,4.006708138604154e-07,4.26319559210242e-07,5.0926111327953556e-08,1.6588309892373587e-10,1.1611817063439391e-09,1.361548470413254e-06,1.5525583041409163e-09,1.0042924003528243e-07,7.117225209185563e-07,1.3270647691854265e-08,9.952985990935304e-09,7.963201824168209e-06,2.9640574439326883e-08,1.1770795254051336e-06,1.387876267244792e-07,0.0,2.250940127623835e-07,2.0521738974821346e-07,5.308259165559548e-09,2.707753594677343e-07,5.557083682106168e-08,7.615884101142001e-07,3.0887431989867764e-07,2.839918522568041e-07,2.654129582779774e-09,0.0,3.0953785312703985e-07,2.8594437040396773e-08,2.296447064509266e-06,1.327064791389887e-09,8.294154696386613e-09,4.0691125491321145e-07,1.743563182721175e-09,6.416312459123219e-08,1.356492163040457e-07,4.045066503977069e-08,0.0,9.153706770348437e-08,2.471658255842613e-08,8.508588678068919e-08,1.1211111683451237e-07,7.469424758710375e-07,8.679457437210658e-07,7.150352985263453e-07,2.8697776599528882e-08,1.046137954041626e-09,5.142375858468995e-09,8.294154807408916e-10,4.976493106489953e-10,1.5957954246914596e-07,2.0320679539054254e-07,1.9502876966726035e-06,5.047822924098e-07,3.811993565250305e-07,1.095655079552671e-06,2.4265168576675933e-06,1.200443307425303e-06,6.096203719607729e-07,1.0450635024028544e-08,3.390707433936768e-06,2.3806612716725795e-06,6.374887675519858e-07,2.737071156388993e-07,6.974252841907003e-10,0.0,3.649428093055462e-09,2.1968896035673424e-08,6.568970434273069e-08,6.867560387036066e-08,4.742491910292301e-08,8.11168376912974e-08,1.1810876543449923e-07,9.279500545744668e-07,9.289453650751513e-09,1.1429345647684387e-07,2.5804736125678573e-08,7.70654935422499e-08,1.6668464297708854e-07
1946,2.600393372631516e-06,9.750046956469305e-07,6.582094442819653e-07,3.282787872649351e-07,1.0139935113784304e-08,6.926575224497356e-07,1.675231402487043e-07,0.0,1.6566653826544098e-08,1.3865499113308033e-06,6.5695351381123154e-09,6.834385999354708e-07,7.401290076813893e-06,1.6732036589583998e-10,4.141663456636024e-09,1.2710621888345486e-08,1.2510679425759008e-07,5.002872512704926e-06,1.9837889908558282e-07,1.05121289450949e-09,8.74008492246503e-08,5.2413465567724415e-08,1.58925627147255e-06,1.0949133866233751e-06,1.2853438313698007e-09,2.7031190619197787e-09,3.6642280321075305e-08,9.997118688431783e-10,1.942297345181032e-08,1.7423548825945545e-08,3.713215512846091e-09,2.129457072896912e-07,8.044782475735701e-07,2.8991644285270013e-07,2.15652136148492e-08,3.2586099223408382e-06,2.8563196252662237e-10,1.5832977984242547e-10,3.632991820268217e-06,1.261455508938525e-07,5.244050953479018e-07,7.526401901714054e-08,4.598674507860778e-08,4.2844794378993356e-10,1.931829046952771e-06,0.0,1.3996150016737374e-07,1.982287187729526e-07,3.329491619297187e-06,1.8606469609494525e-07,0.0,5.301116701161845e-08,4.2844794378993356e-10,2.666374427917617e-07,8.96884344570026e-08,7.140799063165558e-10,1.0425566188132508e-08,9.761262909080416e-09,3.998847475372713e-09,7.397867562985995e-08,0.0,4.0131290290901234e-08,1.967269867009236e-07,3.7703419053514153e-08,7.426431025692182e-09,1.2159530342614744e-06,1.7763996993380715e-06,2.299337253930389e-08,1.4281598126331119e-09,4.250203460287594e-07,8.56895887579867e-10,3.713215512846091e-09,1.118249102205482e-07,5.316134021882135e-08,1.4281598126331119e-10,4.749893256494886e-10,2.10242578901898e-09,1.0425566188132508e-08,2.8420380715488136e-08,1.813763006452973e-08,4.34160583040466e-08,1.4281598126331119e-10,2.221062800344953e-07,4.9985593442158915e-09,3.943399860872887e-06,9.611089701877518e-09,0.0,3.003465565143415e-08,1.1139646538538273e-08,0.0,1.0512129478001953e-07,1.5903350458756904e-07,9.851366655766469e-08,2.5706876627396014e-08,0.0,2.999135606529535e-09,5.057835892330331e-07,9.325883354449617e-08,9.765757340574055e-07,2.186522891634013e-07,4.423010864229582e-07,6.502502856164938e-07,1.4710046514210262e-08,3.284767569056157e-09,9.822833817452192e-07,7.628802336512308e-07,9.71148672590516e-09,1.2170041827630484e-06,8.00543693912914e-06,3.4661493373278063e-06,2.999135606529535e-09,4.845746275350393e-07,9.310743287471725e-09,4.441577061697899e-07,1.5995389901490853e-08,1.215364022755239e-07,9.010396873065927e-10,1.479573512597199e-07,1.9365846526397945e-07,2.9777132226627145e-07,4.304473577576573e-07,2.8563196252662237e-10,1.675231402487043e-07,4.581786754442874e-07,5.926863266836335e-08,1.4981397100655158e-07,3.4561466577542894e-08,4.2844794378993356e-10,2.4027724254693794e-09,1.7112245132011594e-06,3.399020442884648e-08,4.85574336295258e-09,4.598674507860778e-08,8.821178312246047e-07,1.398113198547435e-07,1.554293476146995e-07,9.283038338026016e-09,1.9222179403755035e-08,9.23115123896423e-07,1.5424125976437608e-08,1.7580647693193899e-07,3.616100627823471e-07,9.997118688431783e-10,5.141375325479203e-09,1.3275317769512185e-06,0.0,2.1429725904908994e-07,5.125414190843003e-07,3.416158165236993e-07,1.7070196918211875e-06,3.381882436315209e-07,2.440725097585528e-07,5.241047347226413e-07,2.853292357940518e-07,9.686176554168924e-07,5.595456400442345e-07,4.127381814100772e-08,1.4995677588558465e-08,1.576819386173156e-08,1.1674920642690267e-05,5.712639250532446e-10,1.1453841608499717e-07,4.210858719488897e-07,4.7157837457234564e-07,5.455570573076329e-08,7.140799063165558e-10,3.998847475372713e-09,1.5798228787389237e-06,1.6732036867139755e-09,6.051983092447699e-08,7.191798090389057e-07,1.1139646538538273e-08,1.3567518664103773e-08,7.762006134726107e-06,4.955717969323815e-08,1.2590527376232783e-06,3.396919510123553e-07,0.0,2.488371251274657e-07,2.5033884298864e-07,6.283903175585692e-09,3.422449026402319e-07,4.7843354167298464e-08,7.555217393928615e-07,2.260777023366245e-07,2.800621530241188e-07,4.570111400425958e-09,0.0,2.286483891111857e-07,5.466307229085032e-08,2.5957451725844294e-06,9.997118688431783e-10,7.140799063165559e-09,5.054257599113043e-07,1.1262995869287806e-08,6.02194845100712e-08,1.7074701474939505e-07,6.322294865412914e-08,0.0,9.701193448563573e-08,3.641807566623356e-08,8.289564590313604e-08,8.80015420534619e-08,1.0135194088434218e-06,1.3761879245066666e-06,8.791143386588374e-07,2.727785286538165e-08,2.177512570256113e-08,1.4138782589157016e-08,1.570975793896423e-09,2.8563196252662237e-10,2.099394862398185e-07,1.97657314515709e-07,1.841754851739097e-06,4.578680261602131e-07,4.11452845128224e-07,1.176457431029121e-06,6.673700454484788e-07,3.465999327545433e-07,4.905729156234884e-07,1.0568382613485028e-08,3.564512780940277e-06,2.2176088805281324e-06,8.260476533905603e-07,2.997707326812815e-07,4.6553716437358625e-09,0.0,5.284191306742514e-09,2.9133616408216767e-08,4.941432862892725e-08,6.783758976780518e-08,5.781671319482484e-08,9.88286572578545e-08,1.262493327658376e-07,8.381870202356367e-07,6.283903175585692e-09,1.108251979076158e-07,3.739314635708979e-08,9.761262731444732e-08,1.7495186455107614e-07
1947,2.54077349381987e-06,8.376162554668554e-07,6.581531124538742e-07,4.116776892715279e-07,1.3141060684063176e-08,6.132074190645653e-07,1.219338798819081e-07,3.790690539240416e-10,1.9711592358362395e-08,1.440606297364866e-06,1.4404624160135882e-08,6.488571671070531e-07,7.0210967351158615e-06,4.4336859184035404e-10,5.559679827626951e-09,1.3520129904520672e-08,8.908123305673143e-08,7.435164661728777e-06,4.532438708793052e-07,1.7263903639985754e-09,4.16989678342361e-08,5.622857912612744e-08,1.553551442157186e-06,1.0942659400825503e-06,2.5271271186788624e-10,2.5231858824525943e-09,4.740933334801412e-08,2.5271271186788624e-10,2.5018557892053653e-08,1.1624784690411616e-08,1.895345436153661e-09,2.209779665918177e-07,1.7986330931307748e-06,2.884715684103867e-07,3.259993874848988e-08,3.278415306340321e-06,3.790690539240416e-10,4.1980358078674835e-10,3.679601832118351e-06,1.79146198320268e-07,6.422172305065033e-07,7.2023119912501e-08,3.626427513836461e-08,7.58138107848083e-10,1.6107221654237946e-06,8.84494477659814e-10,1.0252102811136865e-07,4.460727041077917e-07,2.259180973851471e-06,2.122132087833961e-07,0.0,4.6214140070333094e-08,3.2852651710157943e-09,2.529654352656508e-07,1.3469588111547637e-07,2.5271271186788624e-10,1.0993002952375264e-08,3.718379160133623e-09,2.653483432979442e-09,5.7618496640543526e-08,0.0,3.449528662713419e-08,1.9441810650278057e-07,3.070459442255924e-08,1.2635635870950066e-09,1.090414684767893e-06,2.184149479944608e-06,3.386350400091942e-08,1.3899199569067378e-09,3.867768043619435e-07,3.790690539240416e-10,3.790690872307323e-09,1.9256708583270665e-07,5.989246432136497e-08,2.5271271186788624e-10,1.3993452230298686e-10,9.295947900334055e-10,4.5488288691331036e-09,2.3502282786580512e-08,1.5036405898172234e-08,3.2473582933789664e-08,2.5271271186788624e-10,2.046436549107966e-07,6.5705303420315894e-09,3.932850177079672e-06,6.639962801813226e-09,0.0,8.631952042037483e-09,8.592231814930074e-09,0.0,3.0942228335106854e-08,1.8910614585365693e-07,8.459312539343956e-08,2.9567386761186757e-08,0.0,4.8015413867119605e-09,5.225650738793775e-07,1.0222229462897304e-07,3.067932254907646e-07,2.208451661545041e-07,3.665597887447802e-07,6.386316044881823e-07,6.444174083242161e-09,2.906196172602904e-09,9.98915993477567e-07,7.029064477137581e-07,8.086806779772361e-09,1.0766035529741202e-06,8.407122550124768e-06,3.19129890158365e-06,3.664334391473289e-09,3.55314085709324e-07,1.1553535017583272e-08,4.215248168293329e-07,1.7563532850317642e-08,1.1296258151105577e-07,9.295947900334055e-10,1.4328810493680066e-07,1.829640012829259e-07,2.659801339177648e-07,3.088149469476776e-07,1.2635635870950066e-09,1.798050988099931e-07,3.705099231865461e-07,4.788905982877623e-08,1.317896760610893e-07,3.4116215630319864e-08,0.0,7.835156523583464e-09,8.361041068383201e-07,2.8303823285114053e-08,1.895345436153661e-09,5.2943313733067043e-08,9.160492595583491e-07,1.0066183619983349e-07,1.6945185166150625e-07,6.3178178244527325e-09,2.509905883130159e-08,4.840533165406669e-07,1.2003853910869113e-08,1.3444316948607593e-07,3.311800185201719e-07,7.58138107848083e-10,6.065104862784665e-09,1.198513245981303e-06,0.0,4.286760031391168e-07,4.965364155395946e-07,3.439419913320308e-07,1.2131212088206669e-06,3.350970700921607e-07,1.8081594532759482e-07,3.390365179711808e-07,5.371729798753222e-07,1.0270695156577858e-06,9.81652078735351e-07,4.915262152849209e-08,1.2635635648905465e-08,1.4209520671215614e-08,1.1071740118495654e-05,0.0,1.125835140669551e-07,4.145992704707169e-07,4.6246427132246026e-07,4.826812727287688e-08,6.317817935475033e-10,1.6426325855078971e-09,1.2552185353342793e-06,4.877054315954865e-09,5.086211629645732e-08,7.476598398170609e-07,1.7942602070775138e-08,1.9585234767305337e-08,8.349620657099877e-06,3.16062234162473e-08,1.005423200695077e-06,3.33857343548516e-07,0.0,2.500609923572483e-07,1.722406324233816e-07,3.790690872307323e-09,3.8312586525535153e-07,5.130068103653685e-08,4.77546109323157e-07,2.553661886395276e-07,3.113420632416819e-07,3.032552431392332e-09,0.0,2.2251354891977826e-07,3.572300144583096e-08,3.263276084908284e-06,1.1372072172832759e-09,7.707737559314864e-09,4.09394601774693e-07,1.1819134115853558e-08,8.844430254839608e-08,2.1659559479303425e-07,4.302695799651701e-08,0.0,1.3040886415183198e-07,2.5776696332968644e-08,8.658511774228829e-08,1.0663780614095233e-07,1.1128578307761927e-06,1.1287936558801448e-06,7.835156452529191e-07,5.98929119632885e-08,6.905561455994302e-09,4.422472610343675e-09,7.58138107848083e-10,2.5271271186788624e-10,1.619888507775613e-07,1.8776555066324366e-07,1.8872585769713623e-06,4.282216821138718e-07,4.900099384030909e-07,1.1116626410512254e-06,5.735599870604347e-07,3.180542194058944e-07,4.447743719993014e-07,1.76898904413747e-08,3.3480021102150204e-06,2.211240371252643e-06,6.458073471549142e-07,2.849335771770712e-07,7.967955184540186e-10,0.0,2.906196172602904e-09,3.3465411775068794e-08,6.785336381653907e-08,8.162620446228176e-08,4.940132214414916e-08,8.516418148474258e-08,9.653625454575376e-08,7.925070804049028e-07,1.3393774089820454e-08,1.3077882954348752e-07,4.5018946792652066e-08,1.1526975640663296e-07,2.002612831120132e-07
1948,2.566944431237061e-06,8.978622645372525e-07,7.172358778007037e-07,3.296473209957185e-07,8.242997395768725e-09,7.757160460641899e-07,2.023281240326469e-07,3.746817023309035e-10,9.242148379939865e-09,1.5352447917393874e-06,1.2614283839695872e-08,6.13703718954639e-07,7.773449397063814e-06,2.0514909770952272e-09,3.746817078820186e-09,1.4737480569237961e-08,1.1153025525345585e-07,5.746032911702059e-06,5.673244913850795e-07,1.1824734524878975e-09,6.47732676384294e-08,6.394567719780754e-08,1.7673736465440015e-06,1.6541490595045616e-06,1.248938952258527e-09,8.671472429000461e-09,6.910900651746489e-08,7.493634046618071e-10,2.335515958407086e-08,1.1989814474588913e-08,2.497877904517054e-09,2.425384479920467e-07,1.714323843771126e-06,2.7826359882965335e-07,2.847581015430478e-08,3.548734412106569e-06,0.0,6.929495310892263e-10,3.718353582371492e-06,1.404515757030822e-07,5.615435156869353e-07,7.36874028461898e-08,4.0840305359779456e-08,1.873408539410093e-09,1.5803101405253983e-06,2.4978780155393565e-10,1.4032018214038544e-07,4.199094689738559e-07,3.1581239454681054e-06,3.109905151177373e-07,0.0,4.5590923036797903e-08,2.622771999583051e-09,2.750163616838109e-07,1.0103916281423153e-07,7.493634046618071e-10,1.8359402886858334e-08,6.963455145836406e-09,3.1223474916686204e-09,6.16975839307088e-08,1.2489390077696783e-10,3.4470716059331614e-08,1.8407170898626648e-07,5.6576936913188554e-08,9.991512062157426e-10,1.1445029031165177e-06,2.0100735582673224e-06,3.134836745743996e-08,3.1223474916686204e-09,4.015338959106885e-07,6.244694761292634e-10,2.372984031495662e-09,1.446271369331953e-07,7.85687959137249e-08,0.0,0.0,3.9415781749596585e-10,3.99660482486297e-09,2.872559790034757e-08,1.6860676410601627e-08,5.520310253359639e-08,4.995756031078713e-10,1.926117931816407e-07,7.243846411597587e-09,3.8413309084717184e-06,9.853946103532962e-09,0.0,1.1824734968968189e-08,5.745119491251671e-09,0.0,2.8116591721527584e-08,1.2074367816694578e-07,8.09337379337194e-08,3.4470716059331614e-08,0.0,3.247241364690012e-09,5.360546424526547e-07,2.0707408054931878e-07,3.088626101543923e-07,1.4281651772307669e-07,3.773044738863973e-07,8.586071658100991e-07,7.743421903683156e-09,4.1214986978843635e-09,1.0124600748895318e-06,6.029300720911124e-07,1.186492060156752e-08,1.0785472568386467e-06,8.143694685713854e-06,3.638208227130235e-06,5.245543999166102e-09,3.769297904909763e-07,1.8788190558893806e-08,6.771747393941041e-07,1.985812936311504e-08,1.5124651042697226e-07,1.7080172831640539e-09,1.3750818084190541e-07,1.782236012104477e-07,2.609033629141777e-07,3.6968594940844923e-07,9.991512062157426e-10,2.023281240326469e-07,3.765521228160651e-07,8.929914230293434e-08,1.8059658657421099e-07,2.647750640960567e-08,0.0,9.722559646263562e-09,9.860515319815022e-07,3.696859351975945e-08,1.873408539410093e-09,4.396265396167109e-08,9.483437679591588e-07,1.248166512368698e-07,1.8052428174542e-07,9.11725450691847e-09,2.5357486777011218e-08,6.765062039448821e-07,1.0615981871353597e-08,1.4650053969944565e-07,4.658542422930624e-07,3.746817023309035e-10,6.6193766024014175e-09,7.43513055567746e-07,0.0,3.437056363964075e-07,6.558786367349967e-07,2.9874621532144374e-07,1.590689635122544e-06,3.474548293525004e-07,2.47789500917861e-07,4.728580051960307e-07,2.8366224569253973e-07,8.555852559766208e-07,6.16068689396343e-07,4.0215837771029335e-08,1.4362798950173785e-08,1.826264650617304e-08,1.0689823284337764e-05,4.995756031078713e-10,1.4187946817401098e-07,3.7484409176613553e-07,5.044464614911703e-07,4.8833516785862236e-08,7.493634046618071e-10,2.497877904517054e-09,1.96986934497545e-06,2.7841664529404397e-09,6.385356954297094e-08,9.433510967937764e-07,1.3488540950845618e-08,1.1240451236460558e-08,7.477962299162755e-06,3.8364696308690334e-08,1.132284069171874e-06,6.628420692322834e-07,1.2489390077696783e-10,2.780126635570923e-07,2.1139997841146402e-07,1.2114708347610303e-08,4.058511819948762e-07,4.296350297749996e-08,3.999388127340353e-07,2.537844068228879e-07,3.248490259011305e-07,1.024130025228942e-08,0.0,2.424190483907296e-07,4.3751519740453666e-08,3.0800806598563213e-06,1.7485146663887006e-09,9.616829999004041e-09,5.529053055397526e-07,3.678806370643883e-09,1.200867529860261e-07,1.5700619826475306e-07,5.76784309203049e-08,0.0,2.51209911539263e-07,1.4487692823195177e-08,1.194298278051065e-07,1.40714348617621e-07,9.018331184051932e-07,1.218341822095681e-06,7.071191703289514e-07,6.731781354574197e-08,5.1240518494921625e-09,7.618528030661764e-09,2.497877904517054e-09,1.248938952258527e-09,2.1918879156146434e-07,1.7222869530542084e-07,2.1088335415697657e-06,4.553631640646927e-07,4.004098457244254e-07,1.6700466858310392e-06,1.38717280151468e-06,4.841572263103444e-07,4.6160786837390333e-07,1.6735782537580235e-08,3.572778041416313e-06,1.98984002963698e-06,6.964083922866848e-07,2.978719635393645e-07,3.9415781749596585e-10,0.0,2.7476658726044434e-09,2.5488873234280618e-08,4.908330453190501e-08,7.356251074952526e-08,6.293386434208514e-08,9.3920213828369e-08,1.1290408963304801e-07,7.804619599482976e-07,5.245543999166102e-09,1.365090298577343e-07,3.3109259334196395e-08,8.053958566733854e-08,2.254582796012983e-07
